"","X","workerid","trial","criticalComplicated","criticalSimple","langCondition","objCondition","response","responseSide","responseValue","word"
"8190",8190,"A3K2CHCJH8E21C",5,"50","48","""short""","""3-3""","""50""","""right""","""complex""","""wugnum"""
"8191",8191,"A3K2CHCJH8E21C",6,"41","30","""short""","""4-4""","""30""","""left""","""simple""","""torun"""
"8192",8192,"A3K2CHCJH8E21C",7,"1","46","""long""","""1-3""","""46""","""right""","""simple""","""fepolopus"""
"8193",8193,"A3K4D0VPFLVIZM",0,"25","10","""short""","""2-5""","""10""","""left""","""simple""","""torun"""
"8194",8194,"A3K4D0VPFLVIZM",1,"41","47","""short""","""4-4""","""41""","""left""","""complex""","""gronan"""
"8195",8195,"A3K4D0VPFLVIZM",2,"20","54","""long""","""1-1""","""54""","""left""","""simple""","""pakuwugnum"""
"8196",8196,"A3K4D0VPFLVIZM",3,"21","15","""long""","""1-5""","""21""","""right""","""complex""","""fepolopus"""
"8197",8197,"A3K4D0VPFLVIZM",4,"16","50","""short""","""3-3""","""16""","""right""","""complex""","""ralex"""
"8198",8198,"A3K4D0VPFLVIZM",5,"42","24","""long""","""3-4""","""24""","""left""","""simple""","""tupabugorn"""
"8199",8199,"A3K4D0VPFLVIZM",6,"18","49","""long""","""2-4""","""18""","""right""","""complex""","""gaburatum"""
"8200",8200,"A3K4D0VPFLVIZM",7,"4","29","""short""","""1-2""","""29""","""left""","""simple""","""vatrus"""
"8201",8201,"A3KART25ERRO4A",0,"6","37","""short""","""2-2""","""6""","""right""","""complex""","""torun"""
"8202",8202,"A3KART25ERRO4A",1,"7","22","""long""","""2-3""","""22""","""left""","""simple""","""tiburalex"""
"8203",8203,"A3KART25ERRO4A",2,"39","3","""long""","""1-3""","""3""","""right""","""simple""","""tupabugorn"""
"8204",8204,"A3KART25ERRO4A",3,"33","48","""short""","""3-5""","""33""","""right""","""complex""","""wugnum"""
"8205",8205,"A3KART25ERRO4A",4,"47","56","""long""","""3-4""","""47""","""left""","""complex""","""kibagronan"""
"8206",8206,"A3KART25ERRO4A",5,"21","52","""long""","""5-5""","""21""","""left""","""complex""","""fepolopus"""
"8207",8207,"A3KART25ERRO4A",6,"32","11","""short""","""4-5""","""11""","""right""","""simple""","""ratum"""
"8208",8208,"A3KART25ERRO4A",7,"10","57","""short""","""1-2""","""57""","""left""","""simple""","""vatrus"""
"8209",8209,"A3KFXDTW992SRO",0,"4","6","""short""","""2-2""","""6""","""right""","""simple""","""wugnum"""
"8210",8210,"A3KFXDTW992SRO",1,"60","2","""short""","""2-3""","""60""","""right""","""complex""","""vatrus"""
"8211",8211,"A3KFXDTW992SRO",2,"52","40","""long""","""3-5""","""40""","""right""","""simple""","""tiburalex"""
"8212",8212,"A3KFXDTW992SRO",3,"47","10","""long""","""2-4""","""10""","""right""","""simple""","""fepolopus"""
"8213",8213,"A3KFXDTW992SRO",4,"43","55","""long""","""2-5""","""55""","""left""","""simple""","""gaburatum"""
"8214",8214,"A3KFXDTW992SRO",5,"34","59","""short""","""1-2""","""34""","""left""","""complex""","""torun"""
"8215",8215,"A3KFXDTW992SRO",6,"3","46","""short""","""1-1""","""3""","""left""","""complex""","""bugorn"""
"8216",8216,"A3KFXDTW992SRO",7,"25","58","""long""","""4-5""","""58""","""right""","""simple""","""kibagronan"""
"8217",8217,"A3KM7EGD2E1RQO",0,"11","34","""short""","""2-4""","""34""","""right""","""simple""","""gronan"""
"8218",8218,"A3KM7EGD2E1RQO",1,"36","46","""long""","""1-5""","""46""","""left""","""simple""","""binivatrus"""
"8219",8219,"A3KM7EGD2E1RQO",2,"58","19","""short""","""1-4""","""58""","""left""","""complex""","""torun"""
"8220",8220,"A3KM7EGD2E1RQO",3,"51","12","""long""","""3-4""","""12""","""right""","""simple""","""tupabugorn"""
"8221",8221,"A3KM7EGD2E1RQO",4,"45","47","""long""","""4-4""","""47""","""left""","""simple""","""tiburalex"""
"8222",8222,"A3KM7EGD2E1RQO",5,"27","26","""short""","""4-5""","""26""","""left""","""simple""","""ratum"""
"8223",8223,"A3KM7EGD2E1RQO",6,"17","10","""short""","""2-2""","""17""","""left""","""complex""","""lopus"""
"8224",8224,"A3KM7EGD2E1RQO",7,"5","15","""long""","""1-2""","""5""","""right""","""complex""","""pakuwugnum"""
"8225",8225,"A3KPQ7L5FS8SD6",0,"6","15","""long""","""1-2""","""15""","""left""","""simple""","""fepolopus"""
"8226",8226,"A3KPQ7L5FS8SD6",1,"25","20","""long""","""1-5""","""20""","""right""","""simple""","""mipatorun"""
"8227",8227,"A3KPQ7L5FS8SD6",2,"47","12","""short""","""3-4""","""47""","""right""","""complex""","""wugnum"""
"8228",8228,"A3KPQ7L5FS8SD6",3,"38","53","""short""","""5-5""","""53""","""right""","""simple""","""ralex"""
"8229",8229,"A3KPQ7L5FS8SD6",4,"58","54","""short""","""1-4""","""54""","""right""","""simple""","""vatrus"""
"8230",8230,"A3KPQ7L5FS8SD6",5,"16","60","""long""","""3-3""","""60""","""left""","""simple""","""tupabugorn"""
"8231",8231,"A3KPQ7L5FS8SD6",6,"32","39","""long""","""3-5""","""32""","""left""","""complex""","""kibagronan"""
"8232",8232,"A3KPQ7L5FS8SD6",7,"5","2","""short""","""2-2""","""2""","""left""","""simple""","""ratum"""
"8233",8233,"A3KY1T298RAHXR",0,"56","17","""short""","""2-3""","""17""","""right""","""simple""","""torun"""
"8234",8234,"A3KY1T298RAHXR",1,"27","47","""long""","""4-5""","""47""","""right""","""simple""","""kibagronan"""
"8235",8235,"A3KY1T298RAHXR",2,"44","46","""long""","""1-1""","""44""","""left""","""complex""","""pakuwugnum"""
"8236",8236,"A3KY1T298RAHXR",3,"14","28","""short""","""1-5""","""14""","""right""","""complex""","""bugorn"""
"8237",8237,"A3KY1T298RAHXR",4,"45","54","""long""","""1-4""","""54""","""left""","""simple""","""fepolopus"""
"8238",8238,"A3KY1T298RAHXR",5,"5","57","""long""","""1-2""","""57""","""right""","""simple""","""binivatrus"""
"8239",8239,"A3KY1T298RAHXR",6,"16","50","""short""","""3-3""","""16""","""left""","""complex""","""ratum"""
"8240",8240,"A3KY1T298RAHXR",7,"26","49","""short""","""2-4""","""49""","""left""","""simple""","""ralex"""
"8241",8241,"A3L12P5718L24B",0,"8","17","""short""","""2-3""","""8""","""right""","""complex""","""ratum"""
"8242",8242,"A3L12P5718L24B",1,"1","29","""long""","""1-3""","""29""","""right""","""simple""","""tiburalex"""
"8243",8243,"A3L12P5718L24B",2,"36","6","""short""","""2-5""","""36""","""right""","""complex""","""lopus"""
"8244",8244,"A3L12P5718L24B",3,"22","54","""long""","""1-2""","""54""","""left""","""simple""","""pakuwugnum"""
"8245",8245,"A3L12P5718L24B",4,"23","39","""long""","""3-4""","""23""","""left""","""complex""","""mipatorun"""
"8246",8246,"A3L12P5718L24B",5,"57","3","""short""","""1-1""","""3""","""right""","""simple""","""bugorn"""
"8247",8247,"A3L12P5718L24B",6,"7","60","""short""","""3-3""","""60""","""left""","""simple""","""gronan"""
"8248",8248,"A3L12P5718L24B",7,"43","27","""long""","""5-5""","""27""","""right""","""simple""","""binivatrus"""
"8249",8249,"A3L39A9K8T41YD",0,"7","28","""short""","""1-3""","""28""","""right""","""simple""","""gronan"""
"8250",8250,"A3L39A9K8T41YD",1,"15","46","""long""","""1-1""","""46""","""left""","""simple""","""tiburalex"""
"8251",8251,"A3L39A9K8T41YD",2,"48","50","""short""","""3-3""","""50""","""right""","""simple""","""torun"""
"8252",8252,"A3L39A9K8T41YD",3,"45","58","""long""","""4-4""","""58""","""right""","""simple""","""tupabugorn"""
"8253",8253,"A3L39A9K8T41YD",4,"33","13","""short""","""1-5""","""13""","""right""","""simple""","""wugnum"""
"8254",8254,"A3L39A9K8T41YD",5,"35","5","""long""","""2-5""","""5""","""left""","""simple""","""fepolopus"""
"8255",8255,"A3L39A9K8T41YD",6,"41","4","""long""","""2-4""","""41""","""right""","""complex""","""binivatrus"""
"8256",8256,"A3L39A9K8T41YD",7,"53","14","""short""","""5-5""","""14""","""right""","""simple""","""ratum"""
"8257",8257,"A3L5XFNSOY6QET",0,"6","17","""long""","""2-2""","""6""","""right""","""complex""","""gaburatum"""
"8258",8258,"A3L5XFNSOY6QET",1,"8","3","""long""","""1-3""","""3""","""left""","""simple""","""kibagronan"""
"8259",8259,"A3L5XFNSOY6QET",2,"14","18","""short""","""4-5""","""18""","""left""","""simple""","""wugnum"""
"8260",8260,"A3L5XFNSOY6QET",3,"60","9","""short""","""2-3""","""60""","""right""","""complex""","""bugorn"""
"8261",8261,"A3L5XFNSOY6QET",4,"4","13","""short""","""1-2""","""13""","""right""","""simple""","""ralex"""
"8262",8262,"A3L5XFNSOY6QET",5,"36","27","""short""","""5-5""","""36""","""right""","""complex""","""torun"""
"8263",8263,"A3L5XFNSOY6QET",6,"28","20","""long""","""1-1""","""28""","""left""","""complex""","""binivatrus"""
"8264",8264,"A3L5XFNSOY6QET",7,"43","22","""long""","""2-5""","""22""","""left""","""simple""","""fepolopus"""
"8265",8265,"A3LCVXMW2COCWD",0,"25","26","""short""","""4-5""","""25""","""left""","""complex""","""ratum"""
"8266",8266,"A3LCVXMW2COCWD",1,"5","13","""long""","""1-2""","""13""","""right""","""simple""","""binivatrus"""
"8267",8267,"A3LCVXMW2COCWD",2,"32","24","""short""","""3-5""","""32""","""left""","""complex""","""gronan"""
"8268",8268,"A3LCVXMW2COCWD",3,"37","9","""short""","""2-2""","""9""","""right""","""simple""","""ralex"""
"8269",8269,"A3LCVXMW2COCWD",4,"43","29","""short""","""1-5""","""29""","""left""","""simple""","""torun"""
"8270",8270,"A3LCVXMW2COCWD",5,"41","10","""long""","""2-4""","""41""","""right""","""complex""","""tupabugorn"""
"8271",8271,"A3LCVXMW2COCWD",6,"60","7","""long""","""3-3""","""60""","""left""","""complex""","""pakuwugnum"""
"8272",8272,"A3LCVXMW2COCWD",7,"52","22","""long""","""2-5""","""52""","""left""","""complex""","""fepolopus"""
"8273",8273,"A3LHCAE5SB39S0",0,"47","57","""short""","""1-4""","""47""","""left""","""complex""","""ralex"""
"8274",8274,"A3LHCAE5SB39S0",1,"35","39","""short""","""3-5""","""35""","""right""","""complex""","""vatrus"""
"8275",8275,"A3LHCAE5SB39S0",2,"41","11","""long""","""4-4""","""11""","""left""","""simple""","""gaburatum"""
"8276",8276,"A3LHCAE5SB39S0",3,"21","27","""short""","""5-5""","""21""","""left""","""complex""","""torun"""
"8277",8277,"A3LHCAE5SB39S0",4,"24","40","""long""","""3-3""","""24""","""right""","""complex""","""tupabugorn"""
"8278",8278,"A3LHCAE5SB39S0",5,"56","54","""short""","""1-3""","""54""","""right""","""simple""","""lopus"""
"8279",8279,"A3LHCAE5SB39S0",6,"42","2","""long""","""2-4""","""42""","""right""","""complex""","""pakuwugnum"""
"8280",8280,"A3LHCAE5SB39S0",7,"3","59","""long""","""1-1""","""3""","""left""","""complex""","""kibagronan"""
"8281",8281,"A3LHS27TVLXPIE",0,"14","7","""long""","""3-5""","""7""","""right""","""simple""","""kibagronan"""
"8282",8282,"A3LHS27TVLXPIE",1,"23","16","""long""","""3-4""","""16""","""left""","""simple""","""mipatorun"""
"8283",8283,"A3LHS27TVLXPIE",2,"20","19","""short""","""1-1""","""19""","""left""","""simple""","""ralex"""
"8284",8284,"A3LHS27TVLXPIE",3,"53","21","""long""","""5-5""","""53""","""right""","""complex""","""binivatrus"""
"8285",8285,"A3LHS27TVLXPIE",4,"12","10","""short""","""2-3""","""10""","""right""","""simple""","""lopus"""
"8286",8286,"A3LHS27TVLXPIE",5,"43","42","""short""","""4-5""","""43""","""right""","""complex""","""ratum"""
"8287",8287,"A3LHS27TVLXPIE",6,"40","8","""long""","""3-3""","""40""","""left""","""complex""","""tupabugorn"""
"8288",8288,"A3LHS27TVLXPIE",7,"6","46","""short""","""1-2""","""6""","""left""","""complex""","""wugnum"""
"8289",8289,"A3LKTO2XUBO0YY",0,"33","19","""short""","""1-5""","""19""","""right""","""simple""","""bugorn"""
"8290",8290,"A3LKTO2XUBO0YY",1,"41","42","""long""","""4-4""","""41""","""left""","""complex""","""gaburatum"""
"8291",8291,"A3LKTO2XUBO0YY",2,"56","46","""short""","""1-3""","""56""","""left""","""complex""","""ralex"""
"8292",8292,"A3LKTO2XUBO0YY",3,"36","8","""short""","""3-5""","""36""","""left""","""complex""","""torun"""
"8293",8293,"A3LKTO2XUBO0YY",4,"51","34","""long""","""2-4""","""34""","""right""","""simple""","""fepolopus"""
"8294",8294,"A3LKTO2XUBO0YY",5,"14","27","""long""","""5-5""","""27""","""right""","""simple""","""binivatrus"""
"8295",8295,"A3LKTO2XUBO0YY",6,"9","13","""long""","""1-2""","""9""","""left""","""complex""","""kibagronan"""
"8296",8296,"A3LKTO2XUBO0YY",7,"28","15","""short""","""1-1""","""15""","""left""","""simple""","""wugnum"""
"8297",8297,"A3LMBD00DY11MJ",0,"53","9","""long""","""2-5""","""53""","""left""","""complex""","""tiburalex"""
"8298",8298,"A3LMBD00DY11MJ",1,"11","60","""short""","""3-4""","""60""","""right""","""simple""","""vatrus"""
"8299",8299,"A3LMBD00DY11MJ",2,"14","40","""long""","""3-5""","""14""","""left""","""complex""","""kibagronan"""
"8300",8300,"A3LMBD00DY11MJ",3,"35","32","""long""","""5-5""","""32""","""left""","""simple""","""pakuwugnum"""
"8301",8301,"A3LMBD00DY11MJ",4,"5","59","""short""","""1-2""","""5""","""left""","""complex""","""torun"""
"8302",8302,"A3LMBD00DY11MJ",5,"7","2","""short""","""2-3""","""2""","""left""","""simple""","""lopus"""
"8303",8303,"A3LMBD00DY11MJ",6,"46","19","""short""","""1-1""","""19""","""left""","""simple""","""bugorn"""
"8304",8304,"A3LMBD00DY11MJ",7,"47","44","""long""","""1-4""","""44""","""right""","""simple""","""gaburatum"""
"8305",8305,"A3LNOUHKAOTJ0U",0,"58","18","""long""","""4-4""","""18""","""right""","""simple""","""kibagronan"""
"8306",8306,"A3LNOUHKAOTJ0U",1,"45","40","""short""","""3-4""","""45""","""left""","""complex""","""bugorn"""
"8307",8307,"A3LNOUHKAOTJ0U",2,"53","9","""long""","""2-5""","""53""","""right""","""complex""","""tiburalex"""
"8308",8308,"A3LNOUHKAOTJ0U",3,"52","7","""short""","""3-5""","""7""","""right""","""simple""","""lopus"""
"8309",8309,"A3LNOUHKAOTJ0U",4,"38","25","""long""","""5-5""","""38""","""left""","""complex""","""mipatorun"""
"8310",8310,"A3LNOUHKAOTJ0U",5,"39","55","""long""","""2-3""","""39""","""left""","""complex""","""pakuwugnum"""
"8311",8311,"A3LNOUHKAOTJ0U",6,"23","15","""short""","""1-4""","""23""","""left""","""complex""","""vatrus"""
"8312",8312,"A3LNOUHKAOTJ0U",7,"34","22","""short""","""2-2""","""22""","""left""","""simple""","""ratum"""
"8313",8313,"A3LOF0Z5X97Y3H",0,"21","13","""long""","""1-5""","""21""","""left""","""complex""","""pakuwugnum"""
"8314",8314,"A3LOF0Z5X97Y3H",1,"52","2","""short""","""2-5""","""52""","""right""","""complex""","""torun"""
"8315",8315,"A3LOF0Z5X97Y3H",2,"50","8","""long""","""3-3""","""50""","""right""","""complex""","""gaburatum"""
"8316",8316,"A3LOF0Z5X97Y3H",3,"49","9","""long""","""2-2""","""9""","""right""","""simple""","""tupabugorn"""
"8317",8317,"A3LOF0Z5X97Y3H",4,"7","28","""short""","""1-3""","""28""","""left""","""simple""","""gronan"""
"8318",8318,"A3LOF0Z5X97Y3H",5,"37","15","""short""","""1-2""","""37""","""left""","""complex""","""ralex"""
"8319",8319,"A3LOF0Z5X97Y3H",6,"53","38","""long""","""5-5""","""38""","""right""","""simple""","""fepolopus"""
"8320",8320,"A3LOF0Z5X97Y3H",7,"33","41","""short""","""4-5""","""41""","""left""","""simple""","""vatrus"""
"8321",8321,"A3LTCJRLT895T4",0,"2","10","""long""","""2-2""","""2""","""right""","""complex""","""tupabugorn"""
"8322",8322,"A3LTCJRLT895T4",1,"5","15","""short""","""1-2""","""5""","""right""","""complex""","""ratum"""
"8323",8323,"A3LTCJRLT895T4",2,"25","55","""long""","""2-5""","""55""","""left""","""simple""","""binivatrus"""
"8324",8324,"A3LTCJRLT895T4",3,"52","32","""short""","""5-5""","""52""","""left""","""complex""","""gronan"""
"8325",8325,"A3LTCJRLT895T4",4,"40","12","""long""","""3-3""","""40""","""right""","""complex""","""tiburalex"""
"8326",8326,"A3LTCJRLT895T4",5,"1","9","""short""","""2-3""","""9""","""left""","""simple""","""lopus"""
"8327",8327,"A3LTCJRLT895T4",6,"38","31","""short""","""4-5""","""31""","""left""","""simple""","""wugnum"""
"8328",8328,"A3LTCJRLT895T4",7,"30","47","""long""","""4-4""","""47""","""right""","""simple""","""mipatorun"""
"8329",8329,"A3LUR8L7727MCP",0,"60","9","""long""","""2-3""","""60""","""left""","""complex""","""fepolopus"""
"8330",8330,"A3LUR8L7727MCP",1,"47","42","""long""","""4-4""","""47""","""left""","""complex""","""pakuwugnum"""
"8331",8331,"A3LUR8L7727MCP",2,"27","8","""long""","""3-5""","""8""","""left""","""simple""","""gaburatum"""
"8332",8332,"A3LUR8L7727MCP",3,"36","41","""short""","""4-5""","""41""","""right""","""simple""","""torun"""
"8333",8333,"A3LUR8L7727MCP",4,"7","13","""short""","""1-3""","""7""","""right""","""complex""","""bugorn"""
"8334",8334,"A3LUR8L7727MCP",5,"6","15","""short""","""1-2""","""15""","""left""","""simple""","""ralex"""
"8335",8335,"A3LUR8L7727MCP",6,"51","19","""short""","""1-4""","""51""","""right""","""complex""","""gronan"""
"8336",8336,"A3LUR8L7727MCP",7,"50","24","""long""","""3-3""","""24""","""right""","""simple""","""binivatrus"""
"8337",8337,"A3LXRZZ3GV0LRD",0,"25","16","""short""","""3-5""","""25""","""right""","""complex""","""bugorn"""
"8338",8338,"A3LXRZZ3GV0LRD",1,"14","31","""long""","""4-5""","""31""","""left""","""simple""","""gaburatum"""
"8339",8339,"A3LXRZZ3GV0LRD",2,"41","55","""long""","""2-4""","""55""","""right""","""simple""","""binivatrus"""
"8340",8340,"A3LXRZZ3GV0LRD",3,"52","59","""short""","""1-5""","""59""","""left""","""simple""","""wugnum"""
"8341",8341,"A3LXRZZ3GV0LRD",4,"58","7","""short""","""3-4""","""58""","""left""","""complex""","""torun"""
"8342",8342,"A3LXRZZ3GV0LRD",5,"12","6","""short""","""2-3""","""12""","""right""","""complex""","""lopus"""
"8343",8343,"A3LXRZZ3GV0LRD",6,"38","27","""long""","""5-5""","""27""","""right""","""simple""","""kibagronan"""
"8344",8344,"A3LXRZZ3GV0LRD",7,"21","5","""long""","""2-5""","""5""","""left""","""simple""","""tiburalex"""
"8345",8345,"A3M1ZVKRU4WROS",0,"38","19","""long""","""1-5""","""38""","""left""","""complex""","""mipatorun"""
"8346",8346,"A3M1ZVKRU4WROS",1,"7","9","""short""","""2-3""","""7""","""left""","""complex""","""ratum"""
"8347",8347,"A3M1ZVKRU4WROS",2,"28","54","""long""","""1-1""","""54""","""right""","""simple""","""pakuwugnum"""
"8348",8348,"A3M1ZVKRU4WROS",3,"42","40","""long""","""3-4""","""40""","""right""","""simple""","""fepolopus"""
"8349",8349,"A3M1ZVKRU4WROS",4,"31","20","""long""","""1-4""","""20""","""left""","""simple""","""binivatrus"""
"8350",8350,"A3M1ZVKRU4WROS",5,"4","22","""short""","""2-2""","""4""","""left""","""complex""","""gronan"""
"8351",8351,"A3M1ZVKRU4WROS",6,"32","50","""short""","""3-5""","""50""","""left""","""simple""","""ralex"""
"8352",8352,"A3M1ZVKRU4WROS",7,"8","24","""short""","""3-3""","""24""","""right""","""simple""","""bugorn"""
"8353",8353,"A3M56D60TEX0R6",0,"41","22","""short""","""2-4""","""41""","""right""","""complex""","""lopus"""
"8354",8354,"A3M56D60TEX0R6",1,"27","28","""long""","""1-5""","""28""","""right""","""simple""","""gaburatum"""
"8355",8355,"A3M56D60TEX0R6",2,"55","34","""short""","""2-2""","""55""","""right""","""complex""","""wugnum"""
"8356",8356,"A3M56D60TEX0R6",3,"45","11","""long""","""4-4""","""11""","""left""","""simple""","""kibagronan"""
"8357",8357,"A3M56D60TEX0R6",4,"35","53","""long""","""5-5""","""53""","""left""","""simple""","""tupabugorn"""
"8358",8358,"A3M56D60TEX0R6",5,"6","57","""long""","""1-2""","""57""","""right""","""simple""","""tiburalex"""
"8359",8359,"A3M56D60TEX0R6",6,"43","10","""short""","""2-5""","""43""","""right""","""complex""","""vatrus"""
"8360",8360,"A3M56D60TEX0R6",7,"29","15","""short""","""1-1""","""15""","""right""","""simple""","""torun"""
"8361",8361,"A3M6TIBELIT0GK",0,"53","18","""long""","""4-5""","""18""","""right""","""simple""","""kibagronan"""
"8362",8362,"A3M6TIBELIT0GK",1,"45","49","""long""","""2-4""","""49""","""right""","""simple""","""mipatorun"""
"8363",8363,"A3M6TIBELIT0GK",2,"27","50","""short""","""3-5""","""27""","""right""","""complex""","""bugorn"""
"8364",8364,"A3M6TIBELIT0GK",3,"60","37","""short""","""2-3""","""37""","""right""","""simple""","""vatrus"""
"8365",8365,"A3M6TIBELIT0GK",4,"24","15","""short""","""1-3""","""24""","""left""","""complex""","""ratum"""
"8366",8366,"A3M6TIBELIT0GK",5,"9","20","""long""","""1-2""","""9""","""right""","""complex""","""tiburalex"""
"8367",8367,"A3M6TIBELIT0GK",6,"41","1","""short""","""3-4""","""1""","""right""","""simple""","""lopus"""
"8368",8368,"A3M6TIBELIT0GK",7,"47","30","""long""","""4-4""","""30""","""right""","""simple""","""pakuwugnum"""
"8369",8369,"A3MAAY5R0J0IZD",0,"24","48","""short""","""3-3""","""48""","""right""","""simple""","""gronan"""
"8370",8370,"A3MAAY5R0J0IZD",1,"14","37","""short""","""2-5""","""14""","""right""","""complex""","""lopus"""
"8371",8371,"A3MAAY5R0J0IZD",2,"26","1","""long""","""3-4""","""26""","""left""","""complex""","""pakuwugnum"""
"8372",8372,"A3MAAY5R0J0IZD",3,"45","46","""long""","""1-4""","""45""","""left""","""complex""","""tiburalex"""
"8373",8373,"A3MAAY5R0J0IZD",4,"12","22","""long""","""2-3""","""22""","""left""","""simple""","""binivatrus"""
"8374",8374,"A3MAAY5R0J0IZD",5,"56","29","""short""","""1-3""","""29""","""right""","""simple""","""bugorn"""
"8375",8375,"A3MAAY5R0J0IZD",6,"43","16","""long""","""3-5""","""43""","""right""","""complex""","""mipatorun"""
"8376",8376,"A3MAAY5R0J0IZD",7,"35","19","""short""","""1-5""","""35""","""left""","""complex""","""ratum"""
"8377",8377,"A3MDOTYNV494O",0,"29","59","""long""","""1-1""","""29""","""left""","""complex""","""binivatrus"""
"8378",8378,"A3MDOTYNV494O",1,"33","7","""long""","""3-5""","""7""","""left""","""simple""","""kibagronan"""
"8379",8379,"A3MDOTYNV494O",2,"35","55","""short""","""2-5""","""35""","""left""","""complex""","""lopus"""
"8380",8380,"A3MDOTYNV494O",3,"26","8","""short""","""3-4""","""8""","""left""","""simple""","""ralex"""
"8381",8381,"A3MDOTYNV494O",4,"6","19","""short""","""1-2""","""19""","""right""","""simple""","""wugnum"""
"8382",8382,"A3MDOTYNV494O",5,"32","23","""long""","""4-5""","""32""","""left""","""complex""","""mipatorun"""
"8383",8383,"A3MDOTYNV494O",6,"42","18","""long""","""4-4""","""18""","""right""","""simple""","""gaburatum"""
"8384",8384,"A3MDOTYNV494O",7,"47","46","""short""","""1-4""","""47""","""left""","""complex""","""bugorn"""
"8385",8385,"A3MQPFMV0W7JBD",0,"60","7","""long""","""3-3""","""60""","""right""","""complex""","""pakuwugnum"""
"8386",8386,"A3MQPFMV0W7JBD",1,"47","6","""short""","""2-4""","""47""","""right""","""complex""","""torun"""
"8387",8387,"A3MQPFMV0W7JBD",2,"1","13","""long""","""1-3""","""13""","""left""","""simple""","""fepolopus"""
"8388",8388,"A3MQPFMV0W7JBD",3,"51","39","""long""","""3-4""","""39""","""left""","""simple""","""tupabugorn"""
"8389",8389,"A3MQPFMV0W7JBD",4,"12","9","""long""","""2-3""","""9""","""left""","""simple""","""tiburalex"""
"8390",8390,"A3MQPFMV0W7JBD",5,"22","17","""short""","""2-2""","""17""","""right""","""simple""","""ratum"""
"8391",8391,"A3MQPFMV0W7JBD",6,"19","46","""short""","""1-1""","""19""","""right""","""complex""","""vatrus"""
"8392",8392,"A3MQPFMV0W7JBD",7,"55","15","""short""","""1-2""","""55""","""left""","""complex""","""gronan"""
"8393",8393,"A3MRCYOJ6SG1NC",0,"23","5","""long""","""2-4""","""23""","""right""","""complex""","""binivatrus"""
"8394",8394,"A3MRCYOJ6SG1NC",1,"8","7","""short""","""3-3""","""7""","""left""","""simple""","""gronan"""
"8395",8395,"A3MRCYOJ6SG1NC",2,"31","40","""long""","""3-4""","""40""","""right""","""simple""","""fepolopus"""
"8396",8396,"A3MRCYOJ6SG1NC",3,"35","24","""long""","""3-5""","""35""","""right""","""complex""","""tiburalex"""
"8397",8397,"A3MRCYOJ6SG1NC",4,"4","22","""short""","""2-2""","""22""","""left""","""simple""","""wugnum"""
"8398",8398,"A3MRCYOJ6SG1NC",5,"28","54","""long""","""1-1""","""28""","""left""","""complex""","""tupabugorn"""
"8399",8399,"A3MRCYOJ6SG1NC",6,"12","3","""short""","""1-3""","""12""","""left""","""complex""","""torun"""
"8400",8400,"A3MRCYOJ6SG1NC",7,"26","47","""short""","""4-4""","""26""","""left""","""complex""","""ratum"""
"8401",8401,"A3MWSVO26MJI82",0,"52","16","""short""","""3-5""","""16""","""left""","""simple""","""lopus"""
"8402",8402,"A3MWSVO26MJI82",1,"27","46","""long""","""1-5""","""27""","""left""","""complex""","""kibagronan"""
"8403",8403,"A3MWSVO26MJI82",2,"24","22","""long""","""2-3""","""24""","""right""","""complex""","""gaburatum"""
"8404",8404,"A3MWSVO26MJI82",3,"45","7","""long""","""3-4""","""45""","""left""","""complex""","""mipatorun"""
"8405",8405,"A3MWSVO26MJI82",4,"21","37","""long""","""2-5""","""21""","""right""","""complex""","""tiburalex"""
"8406",8406,"A3MWSVO26MJI82",5,"32","33","""short""","""5-5""","""33""","""right""","""simple""","""bugorn"""
"8407",8407,"A3MWSVO26MJI82",6,"4","15","""short""","""1-2""","""4""","""left""","""complex""","""vatrus"""
"8408",8408,"A3MWSVO26MJI82",7,"55","34","""short""","""2-2""","""34""","""right""","""simple""","""wugnum"""
"8409",8409,"A3N6Z886JPK4BG",0,"47","39","""short""","""3-4""","""39""","""right""","""simple""","""gronan"""
"8410",8410,"A3N6Z886JPK4BG",1,"21","54","""long""","""1-5""","""54""","""left""","""simple""","""tiburalex"""
"8411",8411,"A3N6Z886JPK4BG",2,"1","49","""long""","""2-3""","""49""","""right""","""simple""","""pakuwugnum"""
"8412",8412,"A3N6Z886JPK4BG",3,"40","24","""long""","""3-3""","""40""","""left""","""complex""","""binivatrus"""
"8413",8413,"A3N6Z886JPK4BG",4,"27","58","""short""","""4-5""","""27""","""left""","""complex""","""torun"""
"8414",8414,"A3N6Z886JPK4BG",5,"10","5","""long""","""2-2""","""5""","""left""","""simple""","""tupabugorn"""
"8415",8415,"A3N6Z886JPK4BG",6,"38","56","""short""","""3-5""","""38""","""left""","""complex""","""lopus"""
"8416",8416,"A3N6Z886JPK4BG",7,"41","51","""short""","""4-4""","""51""","""right""","""simple""","""ratum"""
"8417",8417,"A3N7MZOSXM4JHR",0,"35","27","""long""","""5-5""","""35""","""right""","""complex""","""mipatorun"""
"8418",8418,"A3N7MZOSXM4JHR",1,"60","29","""long""","""1-3""","""29""","""left""","""simple""","""gaburatum"""
"8419",8419,"A3N7MZOSXM4JHR",2,"10","4","""short""","""2-2""","""10""","""right""","""complex""","""vatrus"""
"8420",8420,"A3N7MZOSXM4JHR",3,"23","6","""short""","""2-4""","""23""","""left""","""complex""","""lopus"""
