subid ,trialnum,critORfill,word,pic1,pic2,pic1c,pic2c,side,chosenpic,response,trialtype,predicted response,date,time,birthdate,age ,male,exclusion ,trunc_age
73113-2,3,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,7/31/13,9:20:00 AM,2/9/08,5.47,0,-,5
73113-2,4,critical,kiba,53,6,C,S,R,6,S,S,C,7/31/13,9:20:00 AM,2/9/08,5.47,0,-,5
73113-2,5,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,7/31/13,9:21:00 AM,2/9/08,5.47,0,-,5
73113-2,6,critical,tiburalex,22,38,S,C,R,38,C,L,C,7/31/13,9:21:00 AM,2/9/08,5.47,0,-,5
73113-2,7,critical,paku,19,35,S,C,L,19,S,S,C,7/31/13,9:21:00 AM,2/9/08,5.47,0,-,5
73113-2,8,critical,tupa,3,36,S,C,L,3,S,S,C,7/31/13,9:21:00 AM,2/9/08,5.47,0,-,5
73113-2,9,critical,gaburatum,51,46,C,S,L,51,C,L,C,7/31/13,9:21:00 AM,2/9/08,5.47,0,-,5
73113-2,10,critical,mipatorun,18,59,C,S,L,18,C,L,C,7/31/13,9:21:00 AM,2/9/08,5.47,0,-,5
73113-2,11,critical,bapidokum,43,37,C,S,R,37,S,L,I,7/31/13,9:21:00 AM,2/9/08,5.47,0,-,5
73113-2,12,critical,fepo,31,20,C,S,R,20,S,S,C,7/31/13,9:21:00 AM,2/9/08,5.47,0,-,5
73113-3,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,7/31/13,9:33:00 AM,9/1/09,3.91,0,-,3
73113-3,2,filler,shoe,103,104,NA,NA,R,104,N,NA,NA,7/31/13,9:33:00 AM,9/1/09,3.91,0,listen,3
73113-3,3,critical,tiburalex,53,37,C,S,L,53,C,L,C,7/31/13,9:33:00 AM,9/1/09,3.91,0,-,3
73113-3,4,critical,bapidokum,57,52,S,C,L,57,S,L,I,7/31/13,9:33:00 AM,9/1/09,3.91,0,-,3
73113-3,5,critical,mipatorun,29,27,S,C,L,29,S,L,I,7/31/13,9:33:00 AM,9/1/09,3.91,0,-,3
73113-3,6,critical,kiba,51,44,C,S,R,44,S,S,C,7/31/13,9:33:00 AM,9/1/09,3.91,0,-,3
73113-3,7,critical,fepolopus,25,28,C,S,R,28,S,L,I,7/31/13,9:34:00 AM,9/1/09,3.91,0,-,3
73113-3,8,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,7/31/13,9:34:00 AM,9/1/09,3.91,0,-,3
73113-3,9,critical,tupa,54,43,S,C,R,43,C,S,I,7/31/13,9:34:00 AM,9/1/09,3.91,0,-,3
73113-3,10,critical,paku,32,22,C,S,L,32,C,S,I,7/31/13,9:34:00 AM,9/1/09,3.91,0,-,3
73113-3,11,critical,gabu,31,6,C,S,R,6,S,S,C,7/31/13,9:34:00 AM,9/1/09,3.91,0,-,3
73113-3,12,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,7/31/13,9:34:00 AM,9/1/09,3.91,0,-,3
73113-4,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,7/31/13,9:46:00 AM,7/24/09,4.02,1,-,4
73113-4,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,7/31/13,9:46:00 AM,7/24/09,4.02,1,-,4
73113-4,3,critical,mipa,33,29,C,S,R,29,S,S,C,7/31/13,9:46:00 AM,7/24/09,4.02,1,-,4
73113-4,4,critical,gaburatum,52,13,C,S,R,13,S,L,I,7/31/13,9:47:00 AM,7/24/09,4.02,1,-,4
73113-4,5,critical,bapi,44,31,S,C,L,44,S,S,C,7/31/13,9:47:00 AM,7/24/09,4.02,1,-,4
73113-4,6,critical,fepo,46,18,S,C,L,46,S,S,C,7/31/13,9:47:00 AM,7/24/09,4.02,1,-,4
73113-4,7,critical,kibagronan,3,23,S,C,L,3,S,L,I,7/31/13,9:47:00 AM,7/24/09,4.02,1,-,4
73113-4,8,critical,tupabugorn,28,36,S,C,R,36,C,L,C,7/31/13,9:47:00 AM,7/24/09,4.02,1,-,4
73113-4,9,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,7/31/13,9:47:00 AM,7/24/09,4.02,1,-,4
73113-4,10,critical,pakuwugnum,14,22,C,S,R,22,S,L,I,7/31/13,9:47:00 AM,7/24/09,4.02,1,-,4
73113-4,11,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,7/31/13,9:48:00 AM,7/24/09,4.02,1,-,4
73113-4,12,critical,tibu,20,38,S,C,R,38,C,S,I,7/31/13,9:48:00 AM,7/24/09,4.02,1,-,4
73113-5,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,7/31/13,10:51:00 AM,6/9/08,5.14,1,-,5
73113-5,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,7/31/13,10:51:00 AM,6/9/08,5.14,1,-,5
73113-5,3,critical,gabu,18,37,C,S,R,37,S,S,C,7/31/13,10:51:00 AM,6/9/08,5.14,1,-,5
73113-5,4,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,7/31/13,10:51:00 AM,6/9/08,5.14,1,-,5
73113-5,5,critical,pakuwugnum,52,29,C,S,L,52,C,L,C,7/31/13,10:51:00 AM,6/9/08,5.14,1,-,5
73113-5,6,critical,kibagronan,36,44,C,S,L,36,C,L,C,7/31/13,10:52:00 AM,6/9/08,5.14,1,-,5
73113-5,7,critical,mipa,35,6,C,S,L,35,C,S,I,7/31/13,10:52:00 AM,6/9/08,5.14,1,-,5
73113-5,8,critical,tupa,27,22,C,S,L,27,C,S,I,7/31/13,10:52:00 AM,6/9/08,5.14,1,-,5
73113-5,9,critical,bapidokum,33,20,C,S,L,33,C,L,C,7/31/13,10:52:00 AM,6/9/08,5.14,1,-,5
73113-5,10,critical,tibu,51,28,C,S,R,28,S,S,C,7/31/13,10:52:00 AM,6/9/08,5.14,1,-,5
73113-5,11,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,7/31/13,10:52:00 AM,6/9/08,5.14,1,-,5
73113-5,12,critical,fepolopus,13,23,S,C,R,23,C,L,C,7/31/13,10:52:00 AM,6/9/08,5.14,1,-,5
8113-1,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,8/1/13,9:56:00 AM,11/14/09,3.71,1,-,3
8113-1,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,8/1/13,9:56:00 AM,11/14/09,3.71,1,-,3
8113-1,3,critical,kiba,14,46,C,S,L,14,C,S,I,8/1/13,9:56:00 AM,11/14/09,3.71,1,-,3
8113-1,4,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,8/1/13,9:56:00 AM,11/14/09,3.71,1,-,3
8113-1,5,critical,mipa,35,59,C,S,R,59,S,S,C,8/1/13,9:56:00 AM,11/14/09,3.71,1,-,3
8113-1,6,critical,tupabugorn,3,25,S,C,L,3,S,L,I,8/1/13,9:57:00 AM,11/14/09,3.71,1,-,3
8113-1,7,critical,paku,36,13,C,S,R,13,S,S,C,8/1/13,9:57:00 AM,11/14/09,3.71,1,-,3
8113-1,8,critical,tiburalex,44,38,S,C,L,44,S,L,I,8/1/13,9:57:00 AM,11/14/09,3.71,1,-,3
8113-1,9,critical,bapidokum,23,22,C,S,R,22,S,L,I,8/1/13,9:57:00 AM,11/14/09,3.71,1,-,3
8113-1,10,critical,fepolopus,18,54,C,S,L,18,C,L,C,8/1/13,9:58:00 AM,11/14/09,3.71,1,-,3
8113-1,11,critical,gabu,53,57,C,S,L,53,C,S,I,8/1/13,9:58:00 AM,11/14/09,3.71,1,-,3
8113-1,12,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,8/1/13,9:58:00 AM,11/14/09,3.71,1,-,3
8113-2,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,8/1/13,10:59:00 AM,6/27/09,4.1,1,-,4
8113-2,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,8/1/13,10:59:00 AM,6/27/09,4.1,1,-,4
8113-2,3,critical,tupabugorn,36,57,C,S,R,57,S,L,I,8/1/13,10:59:00 AM,6/27/09,4.1,1,-,4
8113-2,4,critical,fepo,22,23,S,C,L,22,S,S,C,8/1/13,10:59:00 AM,6/27/09,4.1,1,-,4
8113-2,5,critical,gabu,18,29,C,S,L,18,C,S,I,8/1/13,11:00:00 AM,6/27/09,4.1,1,-,4
8113-2,6,critical,mipatorun,51,19,C,S,R,19,S,L,I,8/1/13,11:00:00 AM,6/27/09,4.1,1,-,4
8113-2,7,critical,kiba,20,27,S,C,L,20,S,S,C,8/1/13,11:00:00 AM,6/27/09,4.1,1,-,4
8113-2,8,critical,paku,13,52,S,C,R,52,C,S,I,8/1/13,11:00:00 AM,6/27/09,4.1,1,-,4
8113-2,9,critical,bapidokum,37,25,S,C,L,37,S,L,I,8/1/13,11:00:00 AM,6/27/09,4.1,1,-,4
8113-2,10,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,8/1/13,11:00:00 AM,6/27/09,4.1,1,-,4
8113-2,11,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,8/1/13,11:01:00 AM,6/27/09,4.1,1,-,4
8113-2,12,critical,tiburalex,44,35,S,C,R,35,C,L,C,8/1/13,11:01:00 AM,6/27/09,4.1,1,-,4
8113-3,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,8/1/13,11:04:00 AM,12/7/09,3.65,0,-,3
8113-3,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,8/1/13,11:05:00 AM,12/7/09,3.65,0,-,3
8113-3,3,critical,mipatorun,51,6,C,S,L,51,C,L,C,8/1/13,11:05:00 AM,12/7/09,3.65,0,-,3
8113-3,4,critical,bapidokum,28,33,S,C,R,33,C,L,C,8/1/13,11:05:00 AM,12/7/09,3.65,0,Click-switch,3
8113-3,5,critical,kiba,46,18,S,C,R,18,C,S,I,8/1/13,11:05:00 AM,12/7/09,3.65,0,-,3
8113-3,6,critical,tiburalex,37,43,S,C,R,43,C,L,C,8/1/13,11:05:00 AM,12/7/09,3.65,0,-,3
8113-3,7,critical,tupa,22,27,S,C,R,27,C,S,I,8/1/13,11:05:00 AM,12/7/09,3.65,0,-,3
8113-3,8,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,8/1/13,11:05:00 AM,12/7/09,3.65,0,-,3
8113-3,9,critical,paku,57,35,S,C,R,35,C,S,I,8/1/13,11:06:00 AM,12/7/09,3.65,0,-,3
8113-3,10,critical,fepolopus,13,14,S,C,L,13,S,L,I,8/1/13,11:06:00 AM,12/7/09,3.65,0,-,3
8113-3,11,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,8/1/13,11:06:00 AM,12/7/09,3.65,0,-,3
8113-3,12,critical,gabu,25,3,C,S,L,25,C,S,I,8/1/13,11:06:00 AM,12/7/09,3.65,0,-,3
8213-1,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,8/2/13,9:08:00 AM,9/7/09,3.9,1,-,3
8213-1,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,8/2/13,9:08:00 AM,9/7/09,3.9,1,-,3
8213-1,3,critical,tupa,38,54,C,S,R,54,S,S,C,8/2/13,9:08:00 AM,9/7/09,3.9,1,-,3
8213-1,4,critical,kiba,20,31,S,C,R,31,C,S,I,8/2/13,9:08:00 AM,9/7/09,3.9,1,-,3
8213-1,5,filler,bicycle,107,108,NA,NA,L,107,N,NA,NA,8/2/13,9:08:00 AM,9/7/09,3.9,1,-,3
8213-1,6,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,8/2/13,9:08:00 AM,9/7/09,3.9,1,-,3
8213-1,7,critical,mipa,43,44,C,S,L,43,C,S,I,8/2/13,9:08:00 AM,9/7/09,3.9,1,Click-switch,3
8213-1,8,critical,gaburatum,19,27,S,C,R,27,C,L,C,8/2/13,9:08:00 AM,9/7/09,3.9,1,-,3
8213-1,9,critical,fepo,13,14,S,C,R,14,C,S,I,8/2/13,9:09:00 AM,9/7/09,3.9,1,-,3
8213-1,10,critical,tiburalex,22,36,S,C,R,36,C,L,C,8/2/13,9:09:00 AM,9/7/09,3.9,1,Click-switch,3
8213-1,11,critical,bapidokum,32,15,C,S,L,32,C,L,C,8/2/13,9:09:00 AM,9/7/09,3.9,1,-,3
8213-1,12,critical,pakuwugnum,57,25,S,C,R,25,C,L,C,8/2/13,9:09:00 AM,9/7/09,3.9,1,-,3
8213-2,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,8/2/13,9:19:00 AM,3/17/08,5.38,0,-,5
8213-2,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,8/2/13,9:19:00 AM,3/17/08,5.38,0,-,5
8213-2,3,critical,gaburatum,53,28,C,S,L,53,C,L,C,8/2/13,9:20:00 AM,3/17/08,5.38,0,-,5
8213-2,4,critical,tupa,57,35,S,C,L,57,S,S,C,8/2/13,9:20:00 AM,3/17/08,5.38,0,-,5
8213-2,5,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,8/2/13,9:20:00 AM,3/17/08,5.38,0,-,5
8213-2,6,critical,mipa,44,43,S,C,L,44,S,S,C,8/2/13,9:20:00 AM,3/17/08,5.38,0,-,5
8213-2,7,critical,pakuwugnum,46,14,S,C,L,46,S,L,I,8/2/13,9:20:00 AM,3/17/08,5.38,0,-,5
8213-2,8,critical,bapi,32,13,C,S,R,13,S,S,C,8/2/13,9:20:00 AM,3/17/08,5.38,0,-,5
8213-2,9,critical,fepo,23,19,C,S,L,23,C,S,I,8/2/13,9:20:00 AM,3/17/08,5.38,0,-,5
8213-2,10,critical,kibagronan,54,33,S,C,L,54,S,L,I,8/2/13,9:20:00 AM,3/17/08,5.38,0,-,5
8213-2,11,critical,tiburalex,6,38,S,C,R,38,C,L,C,8/2/13,9:21:00 AM,3/17/08,5.38,0,-,5
8213-2,12,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,8/2/13,9:21:00 AM,2/8/09,5.38,0,-,5
8213-3,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,8/2/13,9:28:00 AM,2/8/09,4.48,0,-,4
8213-3,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,8/2/13,9:28:00 AM,2/8/09,4.48,0,-,4
8213-3,3,critical,pakuwugnum,18,37,C,S,R,37,S,L,I,8/2/13,9:28:00 AM,2/8/09,4.48,0,Click-switch,4
8213-3,4,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,8/2/13,9:28:00 AM,2/8/09,4.48,0,-,4
8213-3,5,critical,bapi,33,29,C,S,R,29,S,S,C,8/2/13,9:28:00 AM,2/8/09,4.48,0,-,4
8213-3,6,critical,tupa,38,6,C,S,L,38,C,S,I,8/2/13,9:28:00 AM,2/8/09,4.48,0,-,4
8213-3,7,critical,fepolopus,14,54,C,S,R,54,S,L,I,8/2/13,9:28:00 AM,2/8/09,4.48,0,-,4
8213-3,8,critical,tiburalex,22,36,S,C,L,22,S,L,I,8/2/13,9:28:00 AM,2/8/09,4.48,0,-,4
8213-3,9,critical,gabu,51,44,C,S,R,44,S,S,C,8/2/13,9:29:00 AM,2/8/09,4.48,0,-,4
8213-3,10,critical,mipatorun,35,59,C,S,L,35,C,L,C,8/2/13,9:29:00 AM,2/8/09,4.48,0,-,4
8213-3,11,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,8/2/13,9:29:00 AM,2/8/09,4.48,0,-,4
8213-3,12,critical,kiba,3,32,S,C,L,3,S,S,C,8/2/13,9:29:00 AM,2/8/09,4.48,0,-,4
8213-4,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,8/2/13,11:03:00 AM,6/24/10,3.11,1,-,3
8213-4,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,8/2/13,11:04:00 AM,6/24/10,3.11,1,-,3
8213-4,3,critical,kiba,15,36,S,C,R,36,C,S,I,8/2/13,11:04:00 AM,6/24/10,3.11,1,-,3
8213-4,4,critical,tupabugorn,22,43,S,C,R,43,C,L,C,8/2/13,11:04:00 AM,6/24/10,3.11,1,listen,3
8213-4,5,critical,paku,33,28,C,S,R,28,S,S,C,8/2/13,11:04:00 AM,6/24/10,3.11,1,-,3
8213-4,6,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,8/2/13,11:04:00 AM,6/24/10,3.11,1,-,3
8213-4,7,critical,fepo,37,32,S,C,L,37,S,S,C,8/2/13,11:04:00 AM,6/24/10,3.11,1,-,3
8213-4,8,critical,bapidokum,35,20,C,S,L,35,C,L,C,8/2/13,11:04:00 AM,6/24/10,3.11,1,-,3
8213-4,9,critical,gabu,19,52,S,C,R,52,C,S,I,8/2/13,11:05:00 AM,6/24/10,3.11,1,-,3
8213-4,10,critical,mipatorun,14,54,C,S,R,54,S,L,I,8/2/13,11:05:00 AM,6/24/10,3.11,1,-,3
8213-4,11,critical,tiburalex,51,13,C,S,R,13,S,L,I,8/2/13,11:05:00 AM,6/24/10,3.11,1,-,3
8213-4,12,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,8/2/13,11:05:00 AM,6/24/10,3.11,1,-,3
8513-1,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,8/5/13,9:22:00 AM,10/28/08,4.77,0,-,4
8513-1,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,8/5/13,9:22:00 AM,10/28/08,4.77,0,-,4
8513-1,3,critical,fepo,35,37,C,S,R,37,S,S,C,8/5/13,9:22:00 AM,10/28/08,4.77,0,-,4
8513-1,4,critical,mipatorun,22,38,S,C,R,38,C,L,C,8/5/13,9:23:00 AM,10/28/08,4.77,0,-,4
8513-1,5,critical,paku,23,29,C,S,L,23,C,S,I,8/5/13,9:23:00 AM,10/28/08,4.77,0,-,4
8513-1,6,critical,tupa,18,54,C,S,R,54,S,S,C,8/5/13,9:23:00 AM,10/28/08,4.77,0,-,4
8513-1,7,critical,gaburatum,13,32,S,C,R,32,C,L,C,8/5/13,9:23:00 AM,10/28/08,4.77,0,-,4
8513-1,8,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,8/5/13,9:23:00 AM,10/28/08,4.77,0,-,4
8513-1,9,critical,kibagronan,19,25,S,C,L,19,S,L,I,8/5/13,9:23:00 AM,10/28/08,4.77,0,-,4
8513-1,10,critical,bapidokum,14,20,C,S,L,14,C,L,C,8/5/13,9:23:00 AM,10/28/08,4.77,0,-,4
8513-1,11,critical,tibu,15,43,S,C,R,43,C,S,I,8/5/13,9:24:00 AM,10/28/08,4.77,0,-,4
8513-1,12,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,8/5/13,9:24:00 AM,6/19/10,4.77,0,-,4
8513-2,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,8/5/13,10:48:00 AM,6/19/10,3.13,0,listen,3
8513-2,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,8/5/13,10:49:00 AM,6/19/10,3.13,0,-,3
8513-2,3,critical,bapidokum,43,3,C,S,R,3,S,L,I,8/5/13,10:49:00 AM,6/19/10,3.13,0,-,3
8513-2,4,critical,tibu,29,32,S,C,R,32,C,S,I,8/5/13,10:49:00 AM,6/19/10,3.13,0,-,3
8513-2,5,critical,pakuwugnum,59,14,S,C,L,59,S,L,I,8/5/13,10:50:00 AM,6/19/10,3.13,0,-,3
8513-2,6,critical,fepo,6,27,S,C,R,27,C,S,I,8/5/13,10:50:00 AM,6/19/10,3.13,0,-,3
8513-2,7,critical,tupabugorn,53,54,C,S,R,54,S,L,I,8/5/13,10:50:00 AM,6/19/10,3.13,0,-,3
8513-2,8,critical,gabu,46,38,S,C,R,38,C,S,I,8/5/13,10:50:00 AM,6/19/10,3.13,0,-,3
8513-2,9,critical,kiba,36,15,C,S,R,15,S,S,C,8/5/13,10:50:00 AM,6/19/10,3.13,0,-,3
8513-2,10,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,8/5/13,10:50:00 AM,6/19/10,3.13,0,-,3
8513-2,11,critical,mipatorun,33,28,C,S,R,28,S,L,I,8/5/13,10:51:00 AM,6/19/10,3.13,0,-,3
8513-2,12,filler,bicycle,107,108,NA,NA,L,107,N,NA,NA,8/5/13,10:51:00 AM,6/19/10,3.13,0,-,3
8513-3,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,8/5/13,11:01:00 AM,9/19/09,3.88,1,-,3
8513-3,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,8/5/13,11:01:00 AM,9/19/09,3.88,1,-,3
8513-3,3,critical,mipa,27,46,C,S,R,46,S,S,C,8/5/13,11:01:00 AM,9/19/09,3.88,1,Click-switch,3
8513-3,4,critical,tupa,59,38,S,C,L,59,S,S,C,8/5/13,11:01:00 AM,9/19/09,3.88,1,-,3
8513-3,5,filler,bicycle,107,108,NA,NA,L,107,N,NA,NA,8/5/13,11:01:00 AM,9/19/09,3.88,1,-,3
8513-3,6,critical,tibu,54,43,S,C,R,43,C,S,I,8/5/13,11:02:00 AM,9/19/09,3.88,1,-,3
8513-3,7,critical,kibagronan,51,6,C,S,L,51,C,L,C,8/5/13,11:02:00 AM,9/19/09,3.88,1,-,3
8513-3,8,filler,dog,105,106,NA,NA,R,106,N,NA,NA,8/5/13,11:02:00 AM,9/19/09,3.88,1,listen,3
8513-3,9,critical,bapidokum,36,20,C,S,L,36,C,L,C,8/5/13,11:02:00 AM,9/19/09,3.88,1,Click-switch,3
8513-3,10,critical,pakuwugnum,33,22,C,S,R,22,S,L,I,8/5/13,11:02:00 AM,9/19/09,3.88,1,-,3
8513-3,11,critical,fepo,37,52,S,C,R,52,C,S,I,8/5/13,11:02:00 AM,9/19/09,3.88,1,Click-switch,3
8513-3,12,critical,gaburatum,28,14,S,C,L,28,S,L,I,8/5/13,11:02:00 AM,9/19/09,3.88,1,-,3
8613-1,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,8/6/13,9:07:00 AM,10/21/08,4.79,1,-,4
8613-1,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,8/6/13,9:07:00 AM,10/21/08,4.79,1,-,4
8613-1,3,critical,bapi,54,35,S,C,L,54,S,S,C,8/6/13,9:08:00 AM,10/21/08,4.79,1,-,4
8613-1,4,critical,kibagronan,29,27,S,C,R,27,C,L,C,8/6/13,9:08:00 AM,10/21/08,4.79,1,-,4
8613-1,5,critical,mipa,25,20,C,S,L,25,C,S,I,8/6/13,9:08:00 AM,10/21/08,4.79,1,-,4
8613-1,6,critical,tupa,28,31,S,C,L,28,S,S,C,8/6/13,9:08:00 AM,10/21/08,4.79,1,-,4
8613-1,7,critical,pakuwugnum,6,53,S,C,L,6,S,L,I,8/6/13,9:08:00 AM,10/21/08,4.79,1,-,4
8613-1,8,critical,gaburatum,43,57,C,S,L,43,C,L,C,8/6/13,9:08:00 AM,10/21/08,4.79,1,-,4
8613-1,9,critical,tiburalex,38,44,C,S,L,38,C,L,C,8/6/13,9:08:00 AM,10/21/08,4.79,1,-,4
8613-1,10,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,8/6/13,9:09:00 AM,10/21/08,4.79,1,-,4
8613-1,11,critical,fepo,37,18,S,C,L,37,S,S,C,8/6/13,9:09:00 AM,10/21/08,4.79,1,-,4
8613-1,12,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,8/6/13,9:09:00 AM,10/21/08,4.79,1,-,4
8613-2,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,8/6/13,9:57:00 AM,9/25/09,3.86,0,-,3
8613-2,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,8/6/13,9:57:00 AM,9/25/09,3.86,0,-,3
8613-2,3,critical,pakuwugnum,32,57,C,S,L,32,C,L,C,8/6/13,9:57:00 AM,9/25/09,3.86,0,-,3
8613-2,4,critical,tibu,23,6,C,S,L,23,C,S,I,8/6/13,9:57:00 AM,9/25/09,3.86,0,-,3
8613-2,5,critical,mipa,35,3,C,S,R,3,S,S,C,8/6/13,9:58:00 AM,9/25/09,3.86,0,-,3
8613-2,6,critical,kibagronan,22,14,S,C,L,22,S,L,I,8/6/13,9:58:00 AM,9/25/09,3.86,0,-,3
8613-2,7,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,8/6/13,9:58:00 AM,9/25/09,3.86,0,-,3
8613-2,8,critical,fepo,15,33,S,C,R,33,C,S,I,8/6/13,9:58:00 AM,9/25/09,3.86,0,-,3
8613-2,9,critical,gabu,51,54,C,S,L,51,C,S,I,8/6/13,9:58:00 AM,9/25/09,3.86,0,-,3
8613-2,10,critical,bapidokum,31,59,C,S,L,31,C,L,C,8/6/13,9:58:00 AM,9/25/09,3.86,0,-,3
8613-2,11,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,8/6/13,9:58:00 AM,9/25/09,3.86,0,-,3
8613-2,12,critical,tupabugorn,25,44,C,S,R,44,S,L,I,8/6/13,9:59:00 AM,9/25/09,3.86,0,-,3
8613-3,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,8/6/13,10:54:00 AM,1/17/08,5.55,1,-,5
8613-3,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,8/6/13,10:54:00 AM,1/17/08,5.55,1,-,5
8613-3,3,critical,paku,33,44,C,S,R,44,S,S,C,8/6/13,10:54:00 AM,1/17/08,5.55,1,-,5
8613-3,4,critical,fepolopus,32,19,C,S,L,32,C,L,C,8/6/13,10:54:00 AM,1/17/08,5.55,1,-,5
8613-3,5,critical,tupa,31,15,C,S,L,31,C,S,I,8/6/13,10:55:00 AM,1/17/08,5.55,1,-,5
8613-3,6,critical,mipatorun,20,38,S,C,R,38,C,L,C,8/6/13,10:55:00 AM,1/17/08,5.55,1,-,5
8613-3,7,critical,tibu,46,27,S,C,R,27,C,S,I,8/6/13,10:55:00 AM,1/17/08,5.55,1,-,5
8613-3,8,critical,bapidokum,35,57,C,S,L,35,C,L,C,8/6/13,10:55:00 AM,1/17/08,5.55,1,-,5
8613-3,9,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,8/6/13,10:55:00 AM,1/17/08,5.55,1,-,5
8613-3,10,critical,kibagronan,54,52,S,C,R,52,C,L,C,8/6/13,10:55:00 AM,1/17/08,5.55,1,-,5
8613-3,11,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,8/6/13,10:55:00 AM,1/17/08,5.55,1,-,5
8613-3,12,critical,gabu,6,36,S,C,L,6,S,S,C,8/6/13,10:56:00 AM,1/17/08,5.55,1,-,5
8713-1,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,8/7/13,10:51:00 AM,7/10/10,3.08,0,-,3
8713-1,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,8/7/13,10:51:00 AM,7/10/10,3.08,0,-,3
8713-1,3,critical,gabu,27,22,C,S,R,22,S,S,C,8/7/13,10:51:00 AM,7/10/10,3.08,0,load,3
8713-1,4,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,8/7/13,10:51:00 AM,7/10/10,3.08,0,-,3
8713-1,5,critical,pakuwugnum,29,43,S,C,R,43,C,L,C,8/7/13,10:51:00 AM,7/10/10,3.08,0,-,3
8713-1,6,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,8/7/13,10:51:00 AM,7/10/10,3.08,0,-,3
8713-1,7,critical,tibu,37,53,S,C,R,53,C,S,I,8/7/13,10:51:00 AM,7/10/10,3.08,0,-,3
8713-1,8,critical,fepo,36,20,C,S,L,36,C,S,I,8/7/13,10:51:00 AM,7/10/10,3.08,0,-,3
8713-1,9,critical,kibagronan,23,59,C,S,L,23,C,L,C,8/7/13,10:51:00 AM,7/10/10,3.08,0,-,3
8713-1,10,critical,mipatorun,3,33,S,C,R,33,C,L,C,8/7/13,10:52:00 AM,7/10/10,3.08,0,-,3
